from_vertex_id;to_vertex_id;one_way;weight;geom
7144;14955;FT;23.879478;LINESTRING(37.666911 55.742255,37.666902 55.742282,37.666677 55.742144)
13438;13436;FT;17.251085;LINESTRING(37.696740 55.735882,37.696586 55.735911,37.696489 55.735944)
3540;3541;FT;16.574965;LINESTRING(37.625638 55.730290,37.625712 55.730422,37.625717 55.730432)
12717;12715;FT;32.011096;LINESTRING(37.642439 55.736283,37.642440 55.736279,37.642560 55.736003)
4796;4794;FT;5.304346;LINESTRING(37.625649 55.737277,37.625649 55.737259,37.625648 55.737230)
4934;4935;FT;24.437885;LINESTRING(37.582205 55.757350,37.582517 55.757295,37.582580 55.757291)
25025;25026;FT;7.416946;LINESTRING(37.622654 55.768023,37.622658 55.768056,37.622663 55.768090)
11224;11222;FT;25.199879;LINESTRING(37.694270 55.738770,37.694115 55.738718,37.693905 55.738676)
24907;24908;FT;12.878280;LINESTRING(37.633442 55.754054,37.633458 55.753989,37.633463 55.753939)
23908;21219;FT;37.788305;LINESTRING(37.610382 55.773463,37.609918 55.773460,37.609778 55.773457)
1535;1533;FT;3.566848;LINESTRING(37.661014 55.765052,37.660999 55.765058,37.660972 55.765073)
18288;18289;FT;22.123063;LINESTRING(37.600220 55.771190,37.600375 55.771239,37.600531 55.771284)
305;3362;FT;6.288361;LINESTRING(37.641180 55.760941,37.641162 55.760968,37.641116 55.760957)
305;14452;FT;10.134326;LINESTRING(37.641180 55.760941,37.641162 55.760968,37.641116 55.761024)
19287;19289;FT;26.729004;LINESTRING(37.599481 55.774279,37.599406 55.774318,37.599167 55.774442)
11934;11935;FT;23.936290;LINESTRING(37.631885 55.762937,37.631844 55.762730,37.631842 55.762723)
11554;11556;FT;77.727627;LINESTRING(37.695919 55.732234,37.695736 55.731997,37.695431 55.731591)
3939;3937;FT;114.164038;LINESTRING(37.664193 55.767477,37.664149 55.767905,37.664082 55.768501)
23438;23439;FT;52.189216;LINESTRING(37.658736 55.737098,37.658686 55.737137,37.658244 55.737477)
19047;25497;FT;8.926583;LINESTRING(37.602126 55.744310,37.602189 55.744357,37.602226 55.744355)
19047;19041;FT;12.156341;LINESTRING(37.602126 55.744310,37.602189 55.744357,37.602264 55.744385)
19047;25083;FT;11.746111;LINESTRING(37.602126 55.744310,37.602189 55.744357,37.602252 55.744327)
22128;16517;FT;22.778560;LINESTRING(37.632631 55.772593,37.632636 55.772645,37.632900 55.772610)
22128;9221;FT;17.968533;LINESTRING(37.632631 55.772593,37.632636 55.772645,37.632541 55.772741)
16372;16374;FT;59.196091;LINESTRING(37.576695 55.730524,37.576756 55.730547,37.577480 55.730821)
23060;23061;FT;22.101982;LINESTRING(37.586433 55.768740,37.586270 55.768870,37.586233 55.768904)
3524;3525;FT;58.651317;LINESTRING(37.664596 55.748829,37.664394 55.748995,37.664075 55.749268)
17319;17320;FT;3.366526;LINESTRING(37.645462 55.748044,37.645480 55.748053,37.645505 55.748062)
20440;20438;FT;15.542275;LINESTRING(37.680294 55.764021,37.680297 55.764005,37.680294 55.763881)
5861;5863;FT;89.529347;LINESTRING(37.663663 55.730263,37.662582 55.730016,37.662338 55.729960)
9412;9413;FT;36.102258;LINESTRING(37.569551 55.747022,37.569666 55.747189,37.569738 55.747328)
21894;21895;FT;11.400885;LINESTRING(37.636158 55.757703,37.636286 55.757716,37.636338 55.757720)
23378;23379;FT;44.722963;LINESTRING(37.583323 55.754180,37.583320 55.754162,37.583251 55.753780)
12643;12641;FT;10.590308;LINESTRING(37.589447 55.757882,37.589539 55.757864,37.589609 55.757854)
12643;22496;FT;9.534776;LINESTRING(37.589447 55.757882,37.589539 55.757864,37.589522 55.757835)
18152;18153;FT;52.230876;LINESTRING(37.631049 55.730512,37.630577 55.730462,37.630230 55.730423)
22374;22375;FT;4.498257;LINESTRING(37.625122 55.751485,37.625143 55.751472,37.625166 55.751453)
19522;19523;FT;34.531345;LINESTRING(37.633611 55.749275,37.633807 55.749231,37.634119 55.749154)
17334;17336;FT;10.350340;LINESTRING(37.648770 55.744992,37.648739 55.745076,37.648736 55.745083)
14222;14223;FT;35.181872;LINESTRING(37.572872 55.737105,37.572699 55.736952,37.572569 55.736838)
18549;18550;FT;67.465763;LINESTRING(37.688603 55.766946,37.688947 55.767370,37.689074 55.767492)
5906;24925;FT;19.444320;LINESTRING(37.650909 55.754154,37.651074 55.754096,37.651053 55.754032)
19879;19880;FT;9.043737;LINESTRING(37.645618 55.736623,37.645637 55.736574,37.645649 55.736543)
25524;25525;FT;2.987879;LINESTRING(37.601762 55.744547,37.601786 55.744544,37.601807 55.744539)
10561;10559;FT;2.268339;LINESTRING(37.579971 55.759996,37.579962 55.759988,37.579954 55.759978)
1921;1922;FT;16.731111;LINESTRING(37.649165 55.762046,37.649138 55.762063,37.648994 55.762161)
17257;17259;FT;13.282360;LINESTRING(37.636841 55.733029,37.636812 55.733077,37.636772 55.733142)
7245;7243;FT;13.722005;LINESTRING(37.601033 55.737502,37.601183 55.737425,37.601196 55.737419)
16864;16865;FT;11.200704;LINESTRING(37.606946 55.742944,37.606932 55.742868,37.606929 55.742844)
9045;2482;FT;50.866958;LINESTRING(37.686472 55.735499,37.686514 55.735536,37.685824 55.735679)
9045;2483;FT;63.947949;LINESTRING(37.686472 55.735499,37.686514 55.735536,37.687410 55.735370)
9045;23920;FT;67.486218;LINESTRING(37.686472 55.735499,37.686514 55.735536,37.686604 55.736097)
5754;5756;FT;26.212268;LINESTRING(37.676593 55.768401,37.676952 55.768445,37.677003 55.768449)
5754;8102;FT;26.562039;LINESTRING(37.676593 55.768401,37.676952 55.768445,37.676954 55.768413)
21713;21715;FT;73.679893;LINESTRING(37.659260 55.772342,37.659722 55.772377,37.660431 55.772411)
3365;3366;FT;16.452459;LINESTRING(37.640130 55.760723,37.640087 55.760705,37.639928 55.760628)
20553;10056;FT;5.268571;LINESTRING(37.613401 55.768316,37.613341 55.768324,37.613332 55.768336)
20553;2817;FT;8.299462;LINESTRING(37.613401 55.768316,37.613341 55.768324,37.613271 55.768331)
4901;4902;FT;8.537615;LINESTRING(37.569723 55.754262,37.569667 55.754231,37.569613 55.754220)
14949;14951;FT;17.491466;LINESTRING(37.670400 55.740933,37.670422 55.740927,37.670675 55.740942)
2636;2638;FT;31.250251;LINESTRING(37.604555 55.751262,37.604612 55.751356,37.604715 55.751529)
21139;22816;FT;5.221010;LINESTRING(37.585855 55.738383,37.585883 55.738393,37.585930 55.738402)
21139;23587;FT;8.699033;LINESTRING(37.585855 55.738383,37.585883 55.738393,37.585966 55.738430)
7633;7634;FT;26.315504;LINESTRING(37.621881 55.743639,37.621935 55.743651,37.622272 55.743726)
1706;19366;FT;21.598715;LINESTRING(37.642587 55.763512,37.642749 55.763611,37.642820 55.763655)
13915;13913;FT;36.712362;LINESTRING(37.567159 55.761177,37.567097 55.761193,37.566623 55.761312)
12354;7666;FT;5.320482;LINESTRING(37.624303 55.733196,37.624302 55.733170,37.624341 55.733168)
12354;12355;FT;18.807773;LINESTRING(37.624303 55.733196,37.624302 55.733170,37.624296 55.733027)
9116;9117;FT;47.958521;LINESTRING(37.581564 55.731869,37.581359 55.731809,37.580881 55.731674)
9116;18830;FT;18.254156;LINESTRING(37.581564 55.731869,37.581359 55.731809,37.581326 55.731837)
15313;15311;FT;23.177654;LINESTRING(37.575918 55.738072,37.575982 55.738242,37.575993 55.738276)
4852;4850;FT;63.933396;LINESTRING(37.619922 55.737824,37.619937 55.737756,37.620040 55.737252)
17041;17039;FT;45.121470;LINESTRING(37.561766 55.746506,37.561830 55.746695,37.561893 55.746905)
10637;10639;FT;37.038135;LINESTRING(37.651917 55.771272,37.652011 55.771271,37.652510 55.771267)
1313;1314;FT;17.855890;LINESTRING(37.623653 55.762176,37.623689 55.762170,37.623936 55.762158)
3900;3898;FT;15.133775;LINESTRING(37.628932 55.738975,37.629033 55.738987,37.629169 55.739002)
18433;18435;FT;69.711732;LINESTRING(37.678825 55.736108,37.678522 55.736213,37.677876 55.736437)
22157;22159;FT;30.532782;LINESTRING(37.644631 55.753715,37.644721 55.753806,37.644867 55.753955)
19531;16966;FT;13.113970;LINESTRING(37.639853 55.747496,37.639917 55.747463,37.639991 55.747408)
2380;19801;FT;47.995736;LINESTRING(37.650531 55.741648,37.650845 55.741294,37.650874 55.741262)
2380;24282;FT;49.559206;LINESTRING(37.650531 55.741648,37.650845 55.741294,37.650926 55.741313)
21741;21743;FT;12.089126;LINESTRING(37.670045 55.771427,37.670212 55.771406,37.670234 55.771403)
3418;3419;FT;13.922810;LINESTRING(37.657185 55.744406,37.657345 55.744470,37.657365 55.744479)
4725;4726;FT;2.401557;LINESTRING(37.652711 55.749463,37.652727 55.749468,37.652745 55.749473)
14638;14640;FT;29.014758;LINESTRING(37.635604 55.752104,37.635828 55.752061,37.636043 55.752020)
18251;22472;FT;35.827686;LINESTRING(37.659219 55.750616,37.658742 55.750668,37.658656 55.750675)
17087;17088;FT;14.752088;LINESTRING(37.654754 55.750352,37.654836 55.750373,37.654963 55.750413)
3846;3847;FT;7.758498;LINESTRING(37.632766 55.732146,37.632787 55.732112,37.632805 55.732079)
10221;10219;FT;10.891926;LINESTRING(37.673025 55.767925,37.672949 55.767985,37.672923 55.768004)
13255;13257;FT;77.562569;LINESTRING(37.687945 55.770672,37.688977 55.770615,37.689179 55.770604)
20506;17064;FT;22.358921;LINESTRING(37.618144 55.773782,37.618126 55.773783,37.617787 55.773771)
10178;10179;FT;46.508396;LINESTRING(37.605118 55.765701,37.604685 55.765508,37.604543 55.765437)
2358;2360;FT;27.787267;LINESTRING(37.653182 55.737264,37.653052 55.737373,37.652935 55.737471)
4835;4836;FT;34.667286;LINESTRING(37.619305 55.740289,37.619513 55.740320,37.619841 55.740367)
9354;9356;FT;21.823555;LINESTRING(37.581031 55.735213,37.581132 55.735259,37.581304 55.735335)
12228;12229;FT;8.454304;LINESTRING(37.654483 55.742360,37.654433 55.742387,37.654380 55.742409)
20878;20879;FT;14.523376;LINESTRING(37.673042 55.738613,37.673094 55.738703,37.673115 55.738737)
16396;16398;FT;13.662217;LINESTRING(37.566252 55.770167,37.566354 55.770204,37.566436 55.770233)
14035;14033;FT;4.235787;LINESTRING(37.582200 55.759494,37.582172 55.759501,37.582140 55.759512)
3656;3657;FT;3.083587;LINESTRING(37.635358 55.744886,37.635345 55.744896,37.635327 55.744908)
20354;20355;FT;4.677165;LINESTRING(37.631803 55.768092,37.631807 55.768110,37.631813 55.768133)
25567;25568;FT;23.295006;LINESTRING(37.607554 55.744060,37.607448 55.743940,37.607392 55.743872)
25483;25481;FT;20.556594;LINESTRING(37.672953 55.751323,37.673009 55.751301,37.673243 55.751239)
11598;13415;FT;26.469857;LINESTRING(37.586177 55.738613,37.585938 55.738543,37.585819 55.738488)
13859;20838;FT;58.222404;LINESTRING(37.656762 55.734871,37.656894 55.734904,37.657277 55.734518)
494;495;FT;34.717004;LINESTRING(37.682417 55.759218,37.682633 55.759283,37.682895 55.759376)
494;4865;FT;21.575046;LINESTRING(37.682417 55.759218,37.682633 55.759283,37.682729 55.759298)
18907;18908;FT;7.763316;LINESTRING(37.597988 55.757441,37.598016 55.757395,37.598030 55.757375)
24560;24562;FT;42.589726;LINESTRING(37.629124 55.733068,37.629014 55.733330,37.628966 55.733440)
3276;3277;FT;12.546360;LINESTRING(37.643899 55.751116,37.643929 55.751070,37.643969 55.751010)
14566;19770;FT;18.559057;LINESTRING(37.663089 55.733624,37.663012 55.733592,37.662867 55.733671)
8796;8798;FT;82.764733;LINESTRING(37.569616 55.767816,37.570753 55.767777,37.570937 55.767771)
22891;22889;FT;3.893097;LINESTRING(37.667855 55.768420,37.667876 55.768409,37.667902 55.768398)
9040;9038;FT;7.711295;LINESTRING(37.685947 55.734613,37.685915 55.734582,37.685876 55.734557)
3878;3879;FT;43.155663;LINESTRING(37.630344 55.736145,37.630599 55.736235,37.630926 55.736354)
12686;3455;FT;10.849941;LINESTRING(37.651463 55.747440,37.651598 55.747423,37.651591 55.747404)
12686;12687;FT;24.671766;LINESTRING(37.651463 55.747440,37.651598 55.747423,37.651849 55.747396)
425;426;FT;17.280639;LINESTRING(37.636788 55.765914,37.636681 55.765961,37.636569 55.766009)
425;9543;FT;10.525183;LINESTRING(37.636788 55.765914,37.636681 55.765961,37.636702 55.765975)
10683;18292;FT;10.646856;LINESTRING(37.656452 55.764073,37.656427 55.764103,37.656528 55.764130)
10683;20795;FT;5.828196;LINESTRING(37.656452 55.764073,37.656427 55.764103,37.656413 55.764121)
3662;3663;FT;14.062330;LINESTRING(37.634576 55.745319,37.634476 55.745362,37.634393 55.745392)
4500;4501;FT;12.024234;LINESTRING(37.656014 55.749382,37.656076 55.749459,37.656094 55.749481)
8755;8756;FT;16.443273;LINESTRING(37.651619 55.771892,37.651524 55.771872,37.651363 55.771868)
7731;7733;FT;26.953226;LINESTRING(37.627040 55.738650,37.627057 55.738646,37.627469 55.738646)
3441;3439;FT;35.544179;LINESTRING(37.655864 55.744845,37.655916 55.745058,37.655935 55.745162)
11107;11108;FT;3.051743;LINESTRING(37.600569 55.753152,37.600542 55.753155,37.600524 55.753161)
2394;2395;FT;20.987794;LINESTRING(37.643829 55.744205,37.643971 55.744250,37.644137 55.744275)
21347;21345;FT;36.626443;LINESTRING(37.588790 55.756564,37.588380 55.756749,37.588333 55.756770)
14350;13197;FT;20.956383;LINESTRING(37.683556 55.774583,37.683670 55.774627,37.683806 55.774547)
25339;25340;FT;4.014264;LINESTRING(37.625164 55.769461,37.625160 55.769452,37.625145 55.769426)
19555;19556;FT;23.133440;LINESTRING(37.624654 55.748433,37.624868 55.748442,37.625016 55.748469)
19555;24228;FT;17.838450;LINESTRING(37.624654 55.748433,37.624868 55.748442,37.624930 55.748424)
4741;4743;FT;2.242763;LINESTRING(37.625449 55.731919,37.625433 55.731924,37.625423 55.731932)
22688;22770;FT;9.663435;LINESTRING(37.577577 55.756089,37.577612 55.756127,37.577648 55.756166)
19599;23078;FT;44.642411;LINESTRING(37.612474 55.758694,37.612345 55.758812,37.612105 55.759038)
3351;3349;FT;8.342476;LINESTRING(37.641464 55.755206,37.641415 55.755194,37.641341 55.755176)
1212;1210;FT;37.202440;LINESTRING(37.643038 55.772452,37.643196 55.772354,37.643437 55.772204)
640;641;FT;35.002877;LINESTRING(37.628419 55.745862,37.628763 55.745821,37.628967 55.745798)
4666;4667;FT;2.428246;LINESTRING(37.600942 55.754690,37.600952 55.754684,37.600965 55.754672)
11425;11426;FT;6.926456;LINESTRING(37.667785 55.746420,37.667814 55.746396,37.667839 55.746366)
1793;1791;FT;23.725847;LINESTRING(37.593484 55.744772,37.593700 55.744761,37.593861 55.744753)
22277;2289;FT;15.502911;LINESTRING(37.661886 55.733553,37.661869 55.733597,37.661708 55.733568)
6804;6805;FT;2.060385;LINESTRING(37.637009 55.756908,37.637021 55.756904,37.637039 55.756902)
6210;6208;FT;16.643498;LINESTRING(37.617554 55.737331,37.617489 55.737401,37.617431 55.737463)
18105;18106;FT;11.170043;LINESTRING(37.582272 55.739988,37.582439 55.739974,37.582447 55.739971)
18970;18968;FT;11.504329;LINESTRING(37.587349 55.750618,37.587384 55.750551,37.587400 55.750519)
11338;11339;FT;72.168480;LINESTRING(37.668340 55.733600,37.668294 55.733569,37.667527 55.733140)
10649;18748;FT;6.119502;LINESTRING(37.584707 55.750978,37.584693 55.751005,37.584648 55.750994)
10649;18749;FT;12.135125;LINESTRING(37.584707 55.750978,37.584693 55.751005,37.584827 55.751036)
21827;21825;FT;40.008787;LINESTRING(37.647451 55.746791,37.647623 55.746626,37.647774 55.746481)
24407;24409;FT;11.435017;LINESTRING(37.656340 55.754748,37.656432 55.754756,37.656522 55.754757)
9557;9558;FT;69.922181;LINESTRING(37.613874 55.736312,37.613664 55.735995,37.613495 55.735721)
9965;9963;FT;10.841120;LINESTRING(37.627892 55.752820,37.627884 55.752837,37.627885 55.752917)
22141;22142;FT;8.902311;LINESTRING(37.625307 55.749896,37.625305 55.749955,37.625304 55.749976)
4818;4816;FT;14.255791;LINESTRING(37.625726 55.739251,37.625714 55.739192,37.625704 55.739124)
21706;9319;FT;22.904994;LINESTRING(37.641757 55.733297,37.641800 55.733320,37.642021 55.733440)
7618;7619;FT;22.819131;LINESTRING(37.622227 55.742251,37.622216 55.742265,37.622072 55.742437)
19217;19215;FT;11.360061;LINESTRING(37.649456 55.742983,37.649468 55.742969,37.649528 55.742889)
11644;11645;FT;12.208057;LINESTRING(37.652162 55.742856,37.652210 55.742791,37.652238 55.742755)
15254;15255;FT;3.591022;LINESTRING(37.681718 55.747951,37.681726 55.747964,37.681724 55.747983)
4822;4820;FT;9.352945;LINESTRING(37.625763 55.739450,37.625758 55.739422,37.625748 55.739366)
23090;17459;FT;59.612136;LINESTRING(37.608789 55.762053,37.609075 55.761814,37.609300 55.761601)
23090;23299;FT;37.802728;LINESTRING(37.608789 55.762053,37.609075 55.761814,37.608998 55.761786)
7732;7730;FT;2.099177;LINESTRING(37.627040 55.738650,37.627023 55.738654,37.627012 55.738660)
164;166;FT;17.829838;LINESTRING(37.653516 55.766232,37.653625 55.766269,37.653767 55.766308)
24566;24564;FT;7.092460;LINESTRING(37.607059 55.746997,37.607122 55.747039,37.607130 55.747047)
4220;4218;FT;2.594643;LINESTRING(37.591221 55.748397,37.591213 55.748385,37.591205 55.748375)
18942;18940;FT;54.025133;LINESTRING(37.594871 55.748469,37.594909 55.748302,37.594980 55.747987)
3406;3408;FT;48.683373;LINESTRING(37.664623 55.745052,37.664458 55.745239,37.664277 55.745444)
2488;2486;FT;15.708275;LINESTRING(37.688728 55.735129,37.688670 55.735141,37.688489 55.735173)
9035;9037;FT;10.165693;LINESTRING(37.685761 55.734492,37.685836 55.734531,37.685876 55.734557)
4023;4021;FT;3.955729;LINESTRING(37.668400 55.768204,37.668426 55.768193,37.668447 55.768181)
22934;22935;FT;18.205870;LINESTRING(37.614868 55.756786,37.614932 55.756815,37.615093 55.756890)
21684;21682;FT;35.172439;LINESTRING(37.684951 55.736887,37.684589 55.736923,37.684398 55.736942)
10786;10787;FT;4.193878;LINESTRING(37.601088 55.752889,37.601113 55.752887,37.601154 55.752882)
13196;4173;FT;8.860481;LINESTRING(37.678471 55.773188,37.678404 55.773170,37.678341 55.773156)
13196;8942;FT;8.643061;LINESTRING(37.678471 55.773188,37.678404 55.773170,37.678415 55.773134)
13196;14351;FT;6.886222;LINESTRING(37.678471 55.773188,37.678404 55.773170,37.678399 55.773189)
12905;12907;FT;65.102298;LINESTRING(37.672240 55.775000,37.672215 55.775018,37.671598 55.775461)
12556;12557;FT;17.069993;LINESTRING(37.634718 55.756664,37.634677 55.756653,37.634473 55.756597)
18728;5647;FT;12.604387;LINESTRING(37.582892 55.752206,37.582976 55.752206,37.582968 55.752140)
652;653;FT;20.589199;LINESTRING(37.621022 55.773248,37.621031 55.773182,37.621033 55.773063)
12791;12789;FT;36.584356;LINESTRING(37.638595 55.743556,37.638820 55.743335,37.638884 55.743270)
8933;8935;FT;30.402743;LINESTRING(37.678589 55.772409,37.678571 55.772484,37.678525 55.772680)
19065;19066;FT;11.452655;LINESTRING(37.623833 55.749903,37.623820 55.749922,37.623793 55.750003)
14562;14560;FT;15.610126;LINESTRING(37.586399 55.773485,37.586466 55.773524,37.586573 55.773586)
24908;24906;FT;16.690224;LINESTRING(37.633463 55.753939,37.633468 55.753889,37.633472 55.753789)
17138;17140;FT;25.782899;LINESTRING(37.636322 55.735962,37.636297 55.735989,37.636143 55.736170)
7266;23272;FT;35.423374;LINESTRING(37.597414 55.738553,37.597849 55.738381,37.597876 55.738370)
7390;7391;FT;17.020326;LINESTRING(37.591892 55.738640,37.592066 55.738540,37.592082 55.738531)
7745;7747;FT;15.274775;LINESTRING(37.631366 55.743567,37.631196 55.743552,37.631125 55.743544)
17123;17124;FT;5.449959;LINESTRING(37.651840 55.771832,37.651816 55.771846,37.651766 55.771856)
12610;12611;FT;98.867353;LINESTRING(37.693195 55.756451,37.693319 55.756552,37.694070 55.757191)
23252;23247;FT;16.742681;LINESTRING(37.600347 55.751557,37.600334 55.751593,37.600357 55.751707)
23252;23237;FT;31.169063;LINESTRING(37.600347 55.751557,37.600334 55.751593,37.600272 55.751351)
20072;20073;FT;82.472979;LINESTRING(37.596623 55.733672,37.596264 55.733322,37.595960 55.733031)
5510;5511;FT;11.915310;LINESTRING(37.587053 55.755328,37.587048 55.755314,37.587015 55.755223)
4647;25629;FT;23.888755;LINESTRING(37.601133 55.753018,37.601134 55.753004,37.600778 55.753006)
24548;24546;FT;9.841733;LINESTRING(37.664047 55.762629,37.663968 55.762585,37.663931 55.762570)
19521;19522;FT;25.215163;LINESTRING(37.633233 55.749354,37.633415 55.749319,37.633611 55.749275)
18008;18009;FT;2.280364;LINESTRING(37.573355 55.740435,37.573350 55.740437,37.573321 55.740442)
567;568;FT;15.595795;LINESTRING(37.605071 55.772513,37.605210 55.772541,37.605307 55.772559)
25315;25316;FT;4.628042;LINESTRING(37.631257 55.732270,37.631299 55.732275,37.631330 55.732279)
17081;17082;FT;11.038522;LINESTRING(37.653379 55.750239,37.653436 55.750242,37.653554 55.750248)
13632;8636;FT;14.782626;LINESTRING(37.611593 55.745479,37.611513 55.745417,37.611453 55.745372)
18986;18984;FT;12.616183;LINESTRING(37.592308 55.751265,37.592152 55.751246,37.592111 55.751241)
21161;21159;FT;22.515606;LINESTRING(37.603836 55.756810,37.604180 55.756762,37.604185 55.756762)
23871;23869;FT;8.591721;LINESTRING(37.610814 55.773639,37.610826 55.773597,37.610833 55.773562)
16909;9955;FT;11.449021;LINESTRING(37.629512 55.753064,37.629526 55.753033,37.629551 55.752963)
10075;10077;FT;31.802571;LINESTRING(37.617612 55.736584,37.617904 55.736630,37.618102 55.736660)
14815;14812;FT;28.264092;LINESTRING(37.647083 55.748285,37.647108 55.748308,37.646720 55.748371)
14815;12985;FT;37.942374;LINESTRING(37.647083 55.748285,37.647108 55.748308,37.647158 55.748621)
12143;12141;FT;5.864497;LINESTRING(37.604875 55.756666,37.604896 55.756663,37.604966 55.756652)
247;248;FT;14.188088;LINESTRING(37.632441 55.757373,37.632561 55.757393,37.632659 55.757410)
11073;11075;FT;5.951242;LINESTRING(37.663883 55.738329,37.663938 55.738330,37.663978 55.738330)
8865;8866;FT;13.140467;LINESTRING(37.686314 55.759442,37.686335 55.759517,37.686338 55.759559)
321;322;FT;36.220292;LINESTRING(37.642033 55.755719,37.642110 55.755430,37.642119 55.755397)
3308;3309;FT;10.763532;LINESTRING(37.645567 55.754460,37.645419 55.754471,37.645397 55.754473)
9911;9912;FT;15.104730;LINESTRING(37.577602 55.739025,37.577613 55.739057,37.577663 55.739157)
11911;11909;FT;13.886805;LINESTRING(37.597098 55.756530,37.597196 55.756454,37.597228 55.756429)
20435;20437;FT;22.214165;LINESTRING(37.680276 55.763682,37.680292 55.763758,37.680294 55.763881)
25529;25530;FT;9.528832;LINESTRING(37.601301 55.744768,37.601397 55.744719,37.601415 55.744711)
17958;17959;FT;60.166415;LINESTRING(37.575814 55.749644,37.575848 55.749470,37.575891 55.749105)
15367;15368;FT;10.054479;LINESTRING(37.628062 55.759626,37.628018 55.759609,37.627943 55.759566)
153;154;FT;49.392920;LINESTRING(37.644205 55.770561,37.644491 55.770776,37.644680 55.770915)
18873;18874;FT;23.992253;LINESTRING(37.610090 55.744279,37.610248 55.744426,37.610292 55.744463)
18347;18348;FT;2.345534;LINESTRING(37.625918 55.729765,37.625935 55.729760,37.625953 55.729757)
8548;8549;FT;44.134454;LINESTRING(37.611628 55.767209,37.611980 55.767358,37.612194 55.767447)
9588;9586;FT;8.014279;LINESTRING(37.660242 55.763172,37.660155 55.763198,37.660127 55.763204)
25171;25173;FT;3.052665;LINESTRING(37.621163 55.743964,37.621179 55.743940,37.621181 55.743938)
14731;14776;FT;4.440244;LINESTRING(37.608349 55.730769,37.608312 55.730779,37.608293 55.730792)
21518;21519;FT;20.558546;LINESTRING(37.634302 55.757592,37.634472 55.757601,37.634629 55.757608)
9952;9954;FT;12.187616;LINESTRING(37.629605 55.752859,37.629576 55.752894,37.629551 55.752963)
19146;19147;FT;13.326252;LINESTRING(37.629724 55.761313,37.629800 55.761399,37.629814 55.761421)
21918;21916;FT;69.679377;LINESTRING(37.684812 55.751740,37.684759 55.751743,37.683701 55.751700)
9922;9923;FT;13.113549;LINESTRING(37.578567 55.740968,37.578605 55.741050,37.578619 55.741082)
16639;22154;FT;15.048152;LINESTRING(37.582217 55.737107,37.582296 55.737053,37.582369 55.737002)
590;588;FT;18.505027;LINESTRING(37.666397 55.746411,37.666604 55.746472,37.666659 55.746488)
23088;23076;FT;37.793348;LINESTRING(37.600117 55.767714,37.600049 55.767751,37.599686 55.767952)
9015;9016;FT;6.733753;LINESTRING(37.655299 55.741211,37.655348 55.741202,37.655397 55.741188)
538;16885;FT;34.330214;LINESTRING(37.620762 55.773606,37.620853 55.773527,37.621235 55.773528)
538;647;FT;13.872368;LINESTRING(37.620762 55.773606,37.620853 55.773527,37.620883 55.773501)
11836;11837;FT;5.427602;LINESTRING(37.612212 55.747650,37.612236 55.747682,37.612242 55.747696)
11836;13666;FT;13.536804;LINESTRING(37.612212 55.747650,37.612236 55.747682,37.612114 55.747628)
9957;23779;FT;109.292789;LINESTRING(37.627056 55.753733,37.626373 55.754272,37.626040 55.754533)
9957;9970;FT;76.270891;LINESTRING(37.627056 55.753733,37.626373 55.754272,37.626409 55.754284)
15122;24659;FT;19.883027;LINESTRING(37.660669 55.740489,37.660892 55.740436,37.660961 55.740419)
4574;24668;FT;5.976631;LINESTRING(37.634735 55.744508,37.634783 55.744536,37.634809 55.744537)
4574;3690;FT;5.677244;LINESTRING(37.634735 55.744508,37.634783 55.744536,37.634797 55.744527)
12289;12290;FT;5.578228;LINESTRING(37.628545 55.741819,37.628542 55.741844,37.628538 55.741869)
15715;22933;FT;28.577039;LINESTRING(37.614309 55.756453,37.614416 55.756534,37.614610 55.756645)
15715;22936;FT;28.573736;LINESTRING(37.614309 55.756453,37.614416 55.756534,37.614576 55.756662)
21585;21583;FT;14.693062;LINESTRING(37.659578 55.730208,37.659616 55.730152,37.659661 55.730085)
2578;2580;FT;31.687874;LINESTRING(37.605728 55.739287,37.605690 55.739294,37.605248 55.739378)
24118;24119;FT;6.631852;LINESTRING(37.601223 55.769065,37.601193 55.769051,37.601143 55.769027)
23782;23783;FT;4.966763;LINESTRING(37.613298 55.746178,37.613345 55.746175,37.613375 55.746168)
10611;10612;FT;82.440121;LINESTRING(37.692205 55.759800,37.691436 55.760077,37.691091 55.760196)
2169;2170;FT;15.146567;LINESTRING(37.649527 55.762836,37.649626 55.762883,37.649714 55.762922)
25623;25625;FT;13.828902;LINESTRING(37.601029 55.754445,37.601025 55.754535,37.601015 55.754569)
3340;3341;FT;17.130763;LINESTRING(37.640786 55.754840,37.640697 55.754948,37.640670 55.754979)
11718;11719;FT;32.800692;LINESTRING(37.618152 55.738515,37.618270 55.738354,37.618356 55.738244)
17612;17614;FT;5.511544;LINESTRING(37.574752 55.773003,37.574795 55.773000,37.574838 55.772995)
2009;2007;FT;7.478128;LINESTRING(37.654896 55.758770,37.654888 55.758768,37.654784 55.758746)
17897;17898;FT;41.739087;LINESTRING(37.569675 55.742001,37.569605 55.741930,37.569332 55.741680)
8877;8879;FT;9.799171;LINESTRING(37.686825 55.762162,37.686827 55.762211,37.686823 55.762250)
12526;12524;FT;5.670902;LINESTRING(37.578722 55.760717,37.578740 55.760737,37.578766 55.760761)
19801;19803;FT;18.920798;LINESTRING(37.650874 55.741262,37.650902 55.741231,37.651011 55.741110)
10214;10216;FT;10.357828;LINESTRING(37.672757 55.768129,37.672815 55.768085,37.672856 55.768054)
